9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 912 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = -77, Z = -206, qw = 882, qx = -1175, qy = -1063, qz = 16283, gx = 962, gy = -2974, gz = 834
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -93, Y = -73, Z = -113, qw = 4162, qx = -780, qy = -872, qz = -15803, gx = -123, gy = -135, gz = -16

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = 90, Z = -52, qw = 1683, qx = 563, qy = -2120, qz = -16149, gx = 165, gy = 318, gz = -161

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -47, Y = 86, Z = -37, qw = 1676, qx = 589, qy = -2124, qz = -16148, gx = 72, gy = 263, gz = -109

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -36, Y = 68, Z = -25, qw = 1506, qx = 587, qy = -2128, qz = -16165, gx = 5, gy = 216, gz = -45

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -49, Y = -30, Z = -153, qw = 4154, qx = -789, qy = -864, qz = -15805, gx = -112, gy = -85, gz = -86

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -26, Y = 5, Z = -153, qw = 4139, qx = -791, qy = -852, qz = -15810, gx = -144, gy = 14, gz = -163

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -14, Y = 40, Z = -145, qw = 4119, qx = -787, qy = -828, qz = -15817, gx = -257, gy = 95, gz = -227

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -34, Y = 30, Z = -6, qw = 1508, qx = 600, qy = -2123, qz = -16165, gx = -33, gy = 157, gz = 5

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -28, Y = 7, Z = -11, qw = 1514, qx = 607, qy = -2120, qz = -16164, gx = -32, gy = 82, gz = 59

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = -8, Z = -16, qw = 1523, qx = 606, qy = -2118, qz = -16164, gx = -22, gy = 6, gz = 102

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 88, Z = -77, qw = 4100, qx = -780, qy = -794, qz = -15824, gx = -370, gy = 172, gz = -209

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 6, Y = 84, Z = -31, qw = 4090, qx = -774, qy = -754, qz = -15828, gx = -421, gy = 175, gz = -103

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 14, Y = 82, Z = -4, qw = 4090, qx = -773, qy = -720, qz = -15830, gx = -359, gy = 99, gz = 9

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = -8, Z = -16, qw = 1523, qx = 606, qy = -2118, qz = -16164, gx = -22, gy = 6, gz = 102

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 23, Y = -47, Z = -37, qw = 1533, qx = 597, qy = -2116, qz = -16163, gx = -40, gy = -83, gz = 120

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 31, Y = -70, Z = -47, qw = 1384, qx = 564, qy = -2119, qz = -16178, gx = -41, gy = -129, gz = 103

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 39, Y = -88, Z = -58, qw = 1389, qx = 551, qy = -2118, qz = -16178, gx = -25, gy = -128, gz = 74

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 23, Y = 76, Z = 8, qw = 4096, qx = -780, qy = -699, qz = -15829, gx = -246, gy = -10, gz = 84

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 1, Y = 66, Z = 16, qw = 4105, qx = -798, qy = -688, qz = -15826, gx = -157, gy = -162, gz = 125

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -8, Y = 70, Z = 10, qw = 4117, qx = -826, qy = -686, qz = -15822, gx = -98, gy = -288, gz = 150

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 52, Y = -100, Z = -57, qw = 1391, qx = 542, qy = -2119, qz = -16178, gx = 3, gy = -106, gz = 39

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 55, Y = -97, Z = -42, qw = 1387, qx = 534, qy = -2124, qz = -16178, gx = 49, gy = -96, gz = -26

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 56, Y = -96, Z = -38, qw = 1378, qx = 528, qy = -2129, qz = -16178, gx = 58, gy = -87, gz = -93

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -21, Y = 75, Z = -2, qw = 4132, qx = -859, qy = -685, qz = -15816, gx = -86, gy = -348, gz = 191

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -41, Y = 69, Z = -22, qw = 4151, qx = -893, qy = -681, qz = -15809, gx = -123, gy = -353, gz = 251

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 55, Y = -86, Z = -32, qw = 1198, qx = 503, qy = -2138, qz = -16192, gx = 39, gy = -64, gz = -166

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 49, Y = -84, Z = -26, qw = 1177, qx = 501, qy = -2139, qz = -16193, gx = 22, gy = -59, gz = -227

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 42, Y = -47, Z = -18, qw = 1153, qx = 498, qy = -2141, qz = -16195, gx = 23, gy = -72, gz = -266

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -80, Y = -17, Z = -87, qw = 4204, qx = -955, qy = -657, qz = -15793, gx = -214, gy = -262, gz = 339

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -84, Y = -37, Z = -95, qw = 4226, qx = -978, qy = -642, qz = -15786, gx = -216, gy = -204, gz = 273

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -93, Y = -42, Z = -87, qw = 4238, qx = -995, qy = -625, qz = -15783, gx = -223, gy = -129, gz = 164

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 39, Y = -29, Z = -22, qw = 1127, qx = 494, qy = -2141, qz = -16197, gx = 0, gy = -84, gz = -281

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 39, Y = -24, Z = -23, qw = 1099, qx = 488, qy = -2135, qz = -16200, gx = -56, gy = -99, gz = -308

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 46, Y = -20, Z = -20, qw = 900, qx = 463, qy = -2132, qz = -16213, gx = -92, gy = -76, gz = -323

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -97, Y = -41, Z = -70, qw = 4242, qx = -1007, qy = -607, qz = -15782, gx = -228, gy = -70, gz = 57

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -98, Y = -33, Z = -59, qw = 4237, qx = -1015, qy = -591, qz = -15783, gx = -196, gy = -42, gz = -33

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -92, Y = -18, Z = -49, qw = 4225, qx = -1022, qy = -581, qz = -15786, gx = -141, gy = -45, gz = -139

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 60, Y = -15, Z = -14, qw = 871, qx = 465, qy = -2124, qz = -16216, gx = -80, gy = -20, gz = -327

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 54, Y = -10, Z = 0, qw = 842, qx = 472, qy = -2122, qz = -16217, gx = -11, gy = 40, gz = -331

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 43, Y = 0, Z = 23, qw = 815, qx = 484, qy = -2127, qz = -16218, gx = 80, gy = 92, gz = -323

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -64, Y = 22, Z = -30, qw = 4204, qx = -1029, qy = -577, qz = -15792, gx = -78, gy = -71, gz = -235

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -54, Y = 45, Z = -26, qw = 4179, qx = -1039, qy = -582, qz = -15797, gx = 11, gy = -132, gz = -283

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -44, Y = 64, Z = -34, qw = 4153, qx = -1054, qy = -599, qz = -15802, gx = 115, gy = -218, gz = -296

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = 45, Z = 67, qw = 788, qx = 498, qy = -2136, qz = -16217, gx = 113, gy = 107, gz = -307

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = 59, Z = 81, qw = 605, qx = 490, qy = -2144, qz = -16224, gx = 51, gy = 101, gz = -316

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 10, Y = 63, Z = 89, qw = 577, qx = 503, qy = -2138, qz = -16226, gx = -45, gy = 99, gz = -328

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -40, Y = 78, Z = -47, qw = 4129, qx = -1072, qy = -626, qz = -15806, gx = 218, gy = -277, gz = -282

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 2, Y = 63, Z = 93, qw = 551, qx = 514, qy = -2129, qz = -16228, gx = -96, gy = 85, gz = -313

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -58, Y = 36, Z = 88, qw = 528, qx = 520, qy = -2122, qz = -16229, gx = -61, gy = 36, gz = -270

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -85, Y = 15, Z = 71, qw = 511, qx = 522, qy = -2122, qz = -16230, gx = 3, gy = -7, gz = -182

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -89, Y = -5, Z = 55, qw = 384, qx = 506, qy = -2126, qz = -16233, gx = 10, gy = -33, gz = -124

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -82, Y = -22, Z = 42, qw = 370, qx = 508, qy = -2122, qz = -16234, gx = -33, gy = 0, gz = -161

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -114, Y = -14, Z = 40, qw = 347, qx = 517, qy = -2115, qz = -16235, gx = -77, gy = 71, gz = -272

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 7, Y = 106, Z = -92, qw = 4111, qx = -1087, qy = -661, qz = -15809, gx = 322, gy = -260, gz = -220

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 28, Y = 113, Z = -110, qw = 4103, qx = -1092, qy = -693, qz = -15809, gx = 322, gy = -155, gz = -114

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -8, Y = 81, Z = -106, qw = 4104, qx = -1094, qy = -708, qz = -15808, gx = 166, gy = -56, gz = 10

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -8, Y = 81, Z = -106, qw = 4104, qx = -1094, qy = -708, qz = -15808, gx = 166, gy = -56, gz = 10

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -92, Y = -55, Z = -82, qw = 4118, qx = -1098, qy = -715, qz = -15804, gx = 67, gy = -58, gz = 150

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -118, Y = -135, Z = -78, qw = 4139, qx = -1102, qy = -731, qz = -15797, gx = 184, gy = -86, gz = 242

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -112, Y = -206, Z = -80, qw = 4161, qx = -1104, qy = -768, qz = -15790, gx = 418, gy = -126, gz = 225

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -95, Y = -250, Z = -83, qw = 4169, qx = -1100, qy = -824, qz = -15785, gx = 624, gy = -113, gz = 61

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -19, Y = -211, Z = -36, qw = 4150, qx = -1082, qy = -885, qz = -15788, gx = 686, gy = 17, gz = -269

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -107, Y = 11, Z = 52, qw = 319, qx = 532, qy = -2107, qz = -16236, gx = -69, gy = 130, gz = -337

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -98, Y = 56, Z = 61, qw = 290, qx = 553, qy = -2101, qz = -16237, gx = -56, gy = 188, gz = -357

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -106, Y = 100, Z = 65, qw = 174, qx = 566, qy = -2093, qz = -16239, gx = -107, gy = 217, gz = -384

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -106, Y = 100, Z = 65, qw = 174, qx = 566, qy = -2093, qz = -16239, gx = -107, gy = 217, gz = -384

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 15, Y = -156, Z = 21, qw = 4098, qx = -1047, qy = -930, qz = -15801, gx = 547, gy = 224, gz = -655

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 22, Y = -97, Z = 91, qw = 4024, qx = -1001, qy = -955, qz = -15822, gx = 331, gy = 392, gz = -905

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 20, Y = -55, Z = 153, qw = 3948, qx = -951, qy = -962, qz = -15843, gx = 143, gy = 482, gz = -910

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -147, Y = 132, Z = 101, qw = 144, qx = 593, qy = -2068, qz = -16241, gx = -257, gy = 253, gz = -386

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -167, Y = 123, Z = 123, qw = 119, qx = 619, qy = -2030, qz = -16245, gx = -411, gy = 251, gz = -324

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -164, Y = 83, Z = 151, qw = 106, qx = 639, qy = -1990, qz = -16250, gx = -445, gy = 204, gz = -194

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 20, Y = -60, Z = 226, qw = 3891, qx = -907, qy = -963, qz = -15860, gx = 81, gy = 443, gz = -691

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 13, Y = -96, Z = 220, qw = 3859, qx = -880, qy = -975, qz = -15869, gx = 182, gy = 249, gz = -395

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 0, Y = -133, Z = 177, qw = 3841, qx = -866, qy = -1001, qz = -15872, gx = 309, gy = 74, gz = -236

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -14, Y = -216, Z = 88, qw = 3825, qx = -860, qy = -1037, qz = -15874, gx = 390, gy = -37, gz = -204

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -18, Y = -244, Z = 74, qw = 3805, qx = -852, qy = -1072, qz = -15877, gx = 389, gy = -25, gz = -249

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -16, Y = -253, Z = 90, qw = 3774, qx = -837, qy = -1097, qz = -15884, gx = 290, gy = 81, gz = -377

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -186, Y = 66, Z = 159, qw = 103, qx = 651, qy = -1959, qz = -16253, gx = -344, gy = 136, gz = -56

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -186, Y = 4, Z = 112, qw = 28, qx = 644, qy = -1944, qz = -16255, gx = -205, gy = 37, gz = 59

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -174, Y = -4, Z = 86, qw = 37, qx = 641, qy = -1932, qz = -16257, gx = -146, gy = -26, gz = 97

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -159, Y = -8, Z = 64, qw = 43, qx = 637, qy = -1918, qz = -16259, gx = -152, gy = -46, gz = 63

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -134, Y = -2, Z = 30, qw = 44, qx = 632, qy = -1904, qz = -16261, gx = -164, gy = -51, gz = 17

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -120, Y = 3, Z = 33, qw = 43, qx = 631, qy = -1887, qz = -16263, gx = -186, gy = -19, gz = -13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -118, Y = 8, Z = 40, qw = 34, qx = -626, qy = 1873, qz = 16265, gx = -196, gy = 34, gz = -28

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -19, Y = -250, Z = 133, qw = 3731, qx = -811, qy = -1105, qz = -15895, gx = 127, gy = 227, gz = -523

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 8, Y = -224, Z = 211, qw = 3681, qx = -777, qy = -1100, qz = -15908, gx = -3, gy = 358, gz = -598

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 42, Y = -199, Z = 234, qw = 3629, qx = -739, qy = -1082, qz = -15923, gx = -135, gy = 421, gz = -628

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -127, Y = 0, Z = 52, qw = 32, qx = -631, qy = 1859, qz = 16266, gx = -157, gy = 57, gz = 13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -156, Y = -51, Z = 53, qw = 23, qx = -635, qy = 1850, qz = 16267, gx = -99, gy = 47, gz = 89

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 71, Y = -171, Z = 230, qw = 3575, qx = -706, qy = -1055, qz = -15939, gx = -253, gy = 396, gz = -628

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 108, Y = -125, Z = 165, qw = 3527, qx = -682, qy = -1027, qz = -15952, gx = -272, gy = 296, gz = -562

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 112, Y = -104, Z = 118, qw = 3488, qx = -670, qy = -1007, qz = -15963, gx = -212, gy = 160, gz = -455

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -163, Y = -87, Z = 47, qw = 11, qx = -632, qy = 1848, qz = 16267, gx = -32, gy = -21, gz = 136

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -157, Y = -108, Z = 36, qw = 2, qx = -623, qy = 1852, qz = 16267, gx = 43, gy = -88, gz = 111

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -160, Y = -126, Z = 17, qw = 78, qx = -604, qy = 1864, qz = 16266, gx = 100, gy = -128, gz = 6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 112, Y = -83, Z = 61, qw = 3455, qx = -669, qy = -996, qz = -15971, gx = -126, gy = 18, gz = -371

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 115, Y = -58, Z = 15, qw = 3424, qx = -672, qy = -991, qz = -15977, gx = -80, gy = -42, gz = -349

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 105, Y = -29, Z = -5, qw = 3393, qx = -676, qy = -981, qz = -15985, gx = -127, gy = -34, gz = -353

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -157, Y = -119, Z = -14, qw = 92, qx = -592, qy = 1876, qz = 16265, gx = 145, gy = -155, gz = -137

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -138, Y = -90, Z = -39, qw = 119, qx = -579, qy = 1891, qz = 16264, gx = 185, gy = -176, gz = -277

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -124, Y = -47, Z = -62, qw = 158, qx = -570, qy = 1905, qz = 16262, gx = 169, gy = -160, gz = -413

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 0 devices:
9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -113, Y = -12, Z = -67, qw = 204, qx = -566, qy = 1914, qz = 16261, gx = 128, gy = -102, gz = -503

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -130, Y = 55, Z = -81, qw = 318, qx = -562, qy = 1928, qz = 16257, gx = 148, gy = -31, gz = -536

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -138, Y = 80, Z = -78, qw = 363, qx = -567, qy = 1944, qz = 16254, gx = 205, gy = -4, gz = -493

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 65, Y = -46, Z = 20, qw = 3333, qx = -700, qy = -931, qz = -15999, gx = -217, gy = -100, gz = -114

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 44, Y = -86, Z = -6, qw = 3329, qx = -718, qy = -917, qz = -16000, gx = -194, gy = -170, gz = -28

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -144, Y = 101, Z = -71, qw = 402, qx = -571, qy = 1965, qz = 16251, gx = 246, gy = 0, gz = -430

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -165, Y = 135, Z = -54, qw = 437, qx = -576, qy = 1986, qz = 16247, gx = 256, gy = -3, gz = -388

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -169, Y = 148, Z = -49, qw = 469, qx = -578, qy = 2004, qz = 16244, gx = 213, gy = -16, gz = -346

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 21, Y = -93, Z = -37, qw = 3328, qx = -739, qy = -906, qz = -16000, gx = -165, gy = -203, gz = 16
