AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 16, Z = 3, qw = 2833, qx = 453, qy = -283, qz = -16128, gx = 0, gy = 16, gz = -11
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -35, Y = -182, Z = 78, qw = 10051, qx = -128, qy = -358, qz = -12933, gx = 150, gy = -74, gz = -633

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -29, Y = -178, Z = 82, qw = 10000, qx = -126, qy = -377, qz = -12972, gx = 168, gy = -115, gz = -727

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -86, Y = -68, Z = -3, qw = 2801, qx = -1674, qy = -352, qz = -16052, gx = -123, gy = 33, gz = -811

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -87, Y = -72, Z = 7, qw = 2729, qx = -1671, qy = -350, qz = -16065, gx = -100, gy = 26, gz = -811

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -102, Y = -86, Z = 13, qw = 2656, qx = -1667, qy = -351, qz = -16077, gx = -62, gy = 34, gz = -827

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -22, Y = -166, Z = 74, qw = 9941, qx = -127, qy = -394, qz = -13017, gx = 128, gy = -140, gz = -822

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -26, Y = -136, Z = 42, qw = 9877, qx = -133, qy = -406, qz = -13065, gx = 45, gy = -149, gz = -897

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -28, Y = -125, Z = 15, qw = 9807, qx = -143, qy = -411, qz = -13117, gx = -37, gy = -142, gz = -971

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -106, Y = -89, Z = 7, qw = 2582, qx = -1662, qy = -355, qz = -16090, gx = -37, gy = 40, gz = -837

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -105, Y = -87, Z = 1, qw = 2507, qx = -1657, qy = -357, qz = -16102, gx = -46, gy = 43, gz = -847

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -107, Y = -91, Z = -3, qw = 2432, qx = -1653, qy = -357, qz = -16114, gx = -83, gy = 34, gz = -854

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -27, Y = -120, Z = 0, qw = 9733, qx = -154, qy = -414, qz = -13172, gx = -65, gy = -139, gz = -1025

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -27, Y = -116, Z = -15, qw = 9657, qx = -167, qy = -424, qz = -13228, gx = -20, gy = -193, gz = -1059

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -36, Y = -111, Z = -23, qw = 9583, qx = -179, qy = -440, qz = -13281, gx = 42, gy = -235, gz = -1067

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -101, Y = -92, Z = -5, qw = 2355, qx = -1651, qy = -354, qz = -16126, gx = -112, gy = 17, gz = -863

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -95, Y = -92, Z = 2, qw = 2279, qx = -1628, qy = -324, qz = -16140, gx = -129, gy = 10, gz = -875

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -86, Y = -92, Z = 5, qw = 2203, qx = -1606, qy = -293, qz = -16153, gx = -131, gy = 25, gz = -880

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -37, Y = -115, Z = -19, qw = 9504, qx = -190, qy = -460, qz = -13336, gx = 84, gy = -244, gz = -1075

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -40, Y = -114, Z = -14, qw = 9425, qx = -199, qy = -482, qz = -13392, gx = 118, gy = -254, gz = -1089

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = -114, Z = -5, qw = 9343, qx = -209, qy = -505, qz = -13448, gx = 123, gy = -260, gz = -1108

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -67, Y = -87, Z = 0, qw = 2127, qx = -1586, qy = -264, qz = -16166, gx = -125, gy = 29, gz = -884

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -66, Y = -93, Z = -3, qw = 2048, qx = -1570, qy = -236, qz = -16178, gx = -128, gy = 19, gz = -911

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -66, Y = -93, Z = -2, qw = 1966, qx = -1557, qy = -210, qz = -16190, gx = -138, gy = 3, gz = -940

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = -113, Z = -2, qw = 9259, qx = -220, qy = -525, qz = -13505, gx = 80, gy = -250, gz = -1128

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -32, Y = -112, Z = -9, qw = 9174, qx = -240, qy = -514, qz = -13563, gx = 1, gy = -218, gz = -1145

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -36, Y = -113, Z = -24, qw = 9088, qx = -262, qy = -500, qz = -13621, gx = -61, gy = -215, gz = -1154

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -68, Y = -96, Z = 0, qw = 1881, qx = -1545, qy = -182, qz = -16201, gx = -157, gy = 0, gz = -966

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -69, Y = -97, Z = 11, qw = 1793, qx = -1533, qy = -152, qz = -16213, gx = -189, gy = 0, gz = -1008

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -74, Y = -94, Z = 17, qw = 1699, qx = -1522, qy = -121, qz = -16224, gx = -219, gy = -8, gz = -1056

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -38, Y = -119, Z = -50, qw = 9004, qx = -286, qy = -479, qz = -13677, gx = -113, gy = -205, gz = -1135

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -42, Y = -130, Z = -65, qw = 8920, qx = -304, qy = -478, qz = -13731, gx = -149, gy = -181, gz = -1112

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -50, Y = -142, Z = -76, qw = 8837, qx = -320, qy = -476, qz = -13784, gx = -145, gy = -153, gz = -1096

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -76, Y = -89, Z = 26, qw = 1602, qx = -1512, qy = -90, qz = -16235, gx = -241, gy = -16, gz = -1099

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -83, Y = -86, Z = 31, qw = 1499, qx = -1515, qy = -78, qz = -16245, gx = -239, gy = -17, gz = -1137

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -98, Y = -73, Z = 41, qw = 1394, qx = -1518, qy = -67, qz = -16254, gx = -232, gy = -24, gz = -1165

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -59, Y = -149, Z = -70, qw = 8752, qx = -333, qy = -477, qz = -13838, gx = -102, gy = -140, gz = -1090

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -72, Y = -163, Z = -45, qw = 8668, qx = -343, qy = -482, qz = -13891, gx = -46, gy = -145, gz = -1107

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -73, Y = -162, Z = -32, qw = 8580, qx = -352, qy = -490, qz = -13945, gx = -2, gy = -150, gz = -1154

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -101, Y = -71, Z = 40, qw = 1288, qx = -1522, qy = -56, qz = -16262, gx = -228, gy = -32, gz = -1180

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -99, Y = -68, Z = 40, qw = 1181, qx = -1526, qy = -46, qz = -16270, gx = -222, gy = -44, gz = -1178

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -96, Y = -71, Z = 34, qw = 1075, qx = -1532, qy = -37, qz = -16277, gx = -216, gy = -52, gz = -1176

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -73, Y = -154, Z = -21, qw = 8488, qx = -359, qy = -501, qz = -14000, gx = 23, gy = -157, gz = -1202

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -77, Y = -152, Z = -18, qw = 8392, qx = -368, qy = -512, qz = -14057, gx = 9, gy = -162, gz = -1252

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = -154, Z = -30, qw = 8298, qx = -377, qy = -519, qz = -14113, gx = -26, gy = -153, gz = -1295

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -86, Y = -84, Z = 5, qw = 970, qx = -1521, qy = -14, qz = -16284, gx = -204, gy = -61, gz = -1188

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -88, Y = -88, Z = -14, qw = 860, qx = -1529, qy = -6, qz = -16290, gx = -193, gy = -79, gz = -1217

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -89, Y = -92, Z = -33, qw = 746, qx = -1536, qy = 1, qz = -16295, gx = -204, gy = -73, gz = -1260

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -92, Y = -87, Z = -44, qw = 629, qx = -1542, qy = 11, qz = -16299, gx = -232, gy = -67, gz = -1303

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -96, Y = -84, Z = -56, qw = 507, qx = -1548, qy = 25, qz = -16303, gx = -279, gy = -63, gz = -1345

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -97, Y = -83, Z = -51, qw = 381, qx = -1555, qy = 42, qz = -16306, gx = -322, gy = -64, gz = -1381

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -97, Y = -79, Z = -48, qw = 253, qx = -1560, qy = 61, qz = -16307, gx = -342, gy = -52, gz = -1410

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -105, Y = -70, Z = -31, qw = 121, qx = -1563, qy = 80, qz = -16309, gx = -346, gy = -32, gz = -1451

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -110, Y = -56, Z = -29, qw = 15, qx = 1564, qy = -98, qz = 16309, gx = -340, gy = -7, gz = -1497

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -82, Y = -157, Z = -38, qw = 8195, qx = -387, qy = -523, qz = -14172, gx = -59, gy = -143, gz = -1327

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = -157, Z = -45, qw = 8090, qx = -397, qy = -526, qz = -14232, gx = -75, gy = -136, gz = -1352

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -82, Y = -156, Z = -52, qw = 7984, qx = -407, qy = -495, qz = -14293, gx = -78, gy = -118, gz = -1369

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -82, Y = -143, Z = -48, qw = 7765, qx = -423, qy = -446, qz = -14414, gx = -40, gy = -109, gz = -1421

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -90, Y = -136, Z = -31, qw = 7652, qx = -428, qy = -431, qz = -14475, gx = -22, gy = -109, gz = -1449

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -91, Y = -128, Z = -17, qw = 7536, qx = -432, qy = -420, qz = -14536, gx = 2, gy = -109, gz = -1471

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -118, Y = -39, Z = -22, qw = 154, qx = 1564, qy = -116, qz = 16308, gx = -338, gy = 7, gz = -1531

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -91, Y = -124, Z = -4, qw = 7417, qx = -437, qy = -429, qz = -14596, gx = 14, gy = -114, gz = -1493

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -93, Y = -125, Z = -2, qw = 7296, qx = -443, qy = -437, qz = -14657, gx = 8, gy = -124, gz = -1511

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -93, Y = -133, Z = -8, qw = 7172, qx = -449, qy = -445, qz = -14717, gx = -2, gy = -114, gz = -1531

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -91, Y = -134, Z = -5, qw = 7048, qx = -454, qy = -451, qz = -14777, gx = -10, gy = -111, gz = -1539

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -93, Y = -145, Z = -20, qw = 6923, qx = -462, qy = -457, qz = -14835, gx = -29, gy = -126, gz = -1544

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 492 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -107, Y = -158, Z = -35, qw = 6797, qx = -467, qy = -446, qz = -14893, gx = -67, gy = -106, gz = -1546

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -136, Y = -182, Z = -38, qw = 6669, qx = -473, qy = -446, qz = -14951, gx = -75, gy = -76, gz = -1568

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -133, Y = -176, Z = -25, qw = 6534, qx = -477, qy = -450, qz = -15010, gx = -30, gy = -84, gz = -1600

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -129, Y = -32, Z = -22, qw = 294, qx = 1564, qy = -135, qz = 16306, gx = -354, gy = 4, gz = -1547

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -135, Y = -23, Z = -5, qw = 435, qx = 1564, qy = -155, qz = 16303, gx = -368, gy = -3, gz = -1549

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -135, Y = -24, Z = 1, qw = 575, qx = 1564, qy = -175, qz = 16298, gx = -375, gy = -3, gz = -1540

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -133, Y = -22, Z = 0, qw = 715, qx = 1565, qy = -195, qz = 16292, gx = -362, gy = -11, gz = -1537

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 492 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -131, Y = -23, Z = 1, qw = 855, qx = 1566, qy = -213, qz = 16285, gx = -347, gy = -15, gz = -1541

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -132, Y = -20, Z = -17, qw = 995, qx = 1565, qy = -230, qz = 16277, gx = -326, gy = -4, gz = -1554

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -135, Y = -16, Z = -28, qw = 1137, qx = 1561, qy = -245, qz = 16268, gx = -312, gy = 3, gz = -1566

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -136, Y = -13, Z = -29, qw = 1280, qx = 1558, qy = -260, qz = 16257, gx = -318, gy = 8, gz = -1584

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -136, Y = -170, Z = -10, qw = 6400, qx = -481, qy = -459, qz = -15068, gx = 25, gy = -109, gz = -1637

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -145, Y = -162, Z = 12, qw = 6262, qx = -485, qy = -471, qz = -15125, gx = 48, gy = -115, gz = -1670

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -146, Y = -165, Z = 21, qw = 6122, qx = -488, qy = -482, qz = -15182, gx = 46, gy = -107, gz = -1695

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -138, Y = -11, Z = -29, qw = 1424, qx = 1553, qy = -277, qz = 16246, gx = -339, gy = 10, gz = -1595

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -138, Y = -19, Z = -20, qw = 1568, qx = 1549, qy = -296, qz = 16232, gx = -356, gy = 12, gz = -1595

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -134, Y = -17, Z = -15, qw = 1712, qx = 1544, qy = -315, qz = 16218, gx = -365, gy = 12, gz = -1594

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -150, Y = -162, Z = 31, qw = 5980, qx = -491, qy = -493, qz = -15238, gx = 42, gy = -112, gz = -1708

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -156, Y = -159, Z = 38, qw = 5838, qx = -494, qy = -504, qz = -15292, gx = 47, gy = -113, gz = -1717

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -153, Y = -139, Z = 62, qw = 5692, qx = -498, qy = -518, qz = -15347, gx = 64, gy = -126, gz = -1739

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -140, Y = -126, Z = 63, qw = 5544, qx = -503, qy = -531, qz = -15400, gx = 57, gy = -139, gz = -1760

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -145, Y = -129, Z = 57, qw = 5395, qx = -510, qy = -539, qz = -15452, gx = 8, gy = -140, gz = -1769

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -150, Y = -134, Z = 41, qw = 5245, qx = -518, qy = -542, qz = -15504, gx = -56, gy = -140, gz = -1770

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -131, Y = -20, Z = -7, qw = 1858, qx = 1539, qy = -334, qz = 16202, gx = -367, gy = 20, gz = -1612

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -130, Y = -24, Z = -3, qw = 2004, qx = 1535, qy = -354, qz = 16184, gx = -369, gy = 19, gz = -1625

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -131, Y = -29, Z = -2, qw = 2152, qx = 1532, qy = -372, qz = 16165, gx = -360, gy = 22, gz = -1637

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -131, Y = -32, Z = -4, qw = 2301, qx = 1527, qy = -390, qz = 16145, gx = -359, gy = 37, gz = -1656

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -127, Y = -33, Z = -4, qw = 2451, qx = 1521, qy = -407, qz = 16123, gx = -360, gy = 47, gz = -1679

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -128, Y = -32, Z = -2, qw = 2605, qx = 1514, qy = -425, qz = 16099, gx = -367, gy = 58, gz = -1711

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -157, Y = -152, Z = 12, qw = 5104, qx = -528, qy = -539, qz = -15550, gx = -134, gy = -133, gz = -1760

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -163, Y = -167, Z = -7, qw = 4954, qx = -537, qy = -529, qz = -15599, gx = -204, gy = -102, gz = -1756

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -170, Y = -170, Z = -19, qw = 4802, qx = -545, qy = -517, qz = -15646, gx = -216, gy = -82, gz = -1777

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -134, Y = -27, Z = 4, qw = 2762, qx = 1507, qy = -444, qz = 16073, gx = -378, gy = 60, gz = -1753

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -140, Y = -19, Z = 11, qw = 2923, qx = 1499, qy = -462, qz = 16045, gx = -390, gy = 66, gz = -1799

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -144, Y = -15, Z = 23, qw = 3086, qx = 1490, qy = -482, qz = 16014, gx = -407, gy = 68, gz = -1830

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -161, Y = -145, Z = -8, qw = 4647, qx = -553, qy = -509, qz = -15693, gx = -169, gy = -105, gz = -1809

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -156, Y = -127, Z = 2, qw = 4488, qx = -562, qy = -508, qz = -15739, gx = -107, gy = -133, gz = -1840

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -153, Y = -119, Z = 11, qw = 4326, qx = -570, qy = -510, qz = -15784, gx = -75, gy = -134, gz = -1859

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -150, Y = -11, Z = 42, qw = 3250, qx = 1482, qy = -503, qz = 15982, gx = -415, gy = 60, gz = -1840

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -148, Y = -5, Z = 48, qw = 3415, qx = 1474, qy = -523, qz = 15948, gx = -405, gy = 59, gz = -1856

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -145, Y = 1, Z = 48, qw = 3581, qx = 1466, qy = -541, qz = 15911, gx = -386, gy = 65, gz = -1880

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -146, Y = -109, Z = 17, qw = 4165, qx = -577, qy = -511, qz = -15827, gx = -78, gy = -120, gz = -1860

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -150, Y = -115, Z = 15, qw = 4004, qx = -583, qy = -509, qz = -15868, gx = -104, gy = -101, gz = -1854

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -152, Y = -124, Z = 13, qw = 3844, qx = -590, qy = -505, qz = -15908, gx = -120, gy = -101, gz = -1846
